Country,City,AccentCity,Region,Population,Latitude,Longitude
cn,pangjiazhuang,Pangjiazhuang,15,,33.448859,105.816071
cn,pangxi,Pangxi,26,,34.390278,108.646667
cn,panjiang xiang,Panjiang Xiang,29,,24.01952,103.124975
cn,pankou,Pankou,11,,29.711111,113.439722
cn,panma,Panma,06,,32.966667,100.7
cn,panshi,Panshi,02,,27.986172,120.822007
cn,panwa,Panwa,04,,34.233399,119.181962
cn,paoan,Paoan,12,,30.172908,114.735965
cn,paokou,Paokou,16,,25.05,109.933333
cn,paotianping,Paotianping,11,,27.559444,109.815
cn,papona,Papona,14,,32.1,94.2
cn,patouchen,Patouchen,04,,31.958014,121.164374
cn,payinmaotao,Payinmaotao,20,,40.743889,104.506111
cn,peichiakang,Peichiakang,01,,31.216667,117.383333
cn,peihotien,Peihotien,10,,39.222778,115.753056
cn,peijiazhuang,Peijiazhuang,26,,33.413717,105.873132
cn,peimienho,Peimienho,21,,35.366667,106.416667
cn,peitachih,Peitachih,20,,37.971111,107.466389
cn,peiyangan,Peiyangan,04,,33.466667,120.216667
cn,pengcheng,Pengcheng,03,,25.519314,115.749452
cn,pengjiadawan,Pengjiadawan,32,,30.924182,106.293345
cn,pengjiazhai,Pengjiazhai,11,,29.219046,109.582651
cn,pengshanhsien,Pengshanhsien,32,,30.194805,103.873193
cn,pengyuantou,Pengyuantou,03,,27.988394,116.004887
cn,piancheng,Piancheng,21,,35.96634,105.969475
cn,piaotun,Piaotun,19,,41.840278,123.793889
cn,pihenying,Pihenying,18,,25.733333,105.15
cn,pinganbao,Pinganbao,19,,41.174942,122.423769
cn,pingchen,Pingchen,02,,29.15,120.883333
cn,pingdi,Pingdi,02,,28.20228,119.663089
cn,pinggao,Pinggao,33,,31.15,109.4
cn,pingjiaqiao,Pingjiaqiao,02,,30.557851,120.510879
cn,pinglinggang,Pinglinggang,02,,27.686111,118.896944
cn,pingmu zhen,Pingmu Zhen,26,,33.981026,107.033336
cn,pingsha nongchang,Pingsha Nongchang,30,,22.1081,113.188885
cn,pingtang,Pingtang,30,,22.752477,111.751863
cn,pingwang,Pingwang,15,,33.724245,105.082788
cn,pingyan,Pingyan,18,,25.533889,107.031944
cn,pingzishang,Pingzishang,32,,29.252523,102.623182
cn,pitiaowan,Pitiaowan,09,,32.892257,113.709675
cn,podicun,Podicun,26,,34.457902,109.47726
cn,pojiaying,Pojiaying,26,,32.734722,108.950556
cn,pomda,Pomda,14,,30.233333,97.233333
cn,poskam,Poskam,13,,38.195556,77.272222
cn,powo,Powo,32,,32.616667,99.683333
cn,puba,Puba,32,,32.511517,103.592324
cn,puda,Puda,29,,24.640254,102.607348
cn,puhsien,Puhsien,24,,36.413611,111.095
cn,puke,Puke,32,,27.380189,102.541263
cn,pulunnao,Pulunnao,20,,40.496111,107.086944
cn,puqiao,Puqiao,01,,31.673114,118.231423
cn,putan,Putan,07,,27.84,118.557222
cn,putuo,Putuo,15,,33.819736,106.343883
cn,puzhai,Puzhai,16,,22.42,107.331111
cn,qagan nur,Qagan Nur,13,,41.954722,86.600278
cn,qaraqash,Qaraqash,13,,37.260833,79.733611
cn,qianan,Qianan,07,,25.865,118.217222
cn,qianche,Qianche,04,,34.252749,119.026734
cn,qianduan,Qianduan,03,,29.334308,118.133112
cn,qiangaojiatun,Qiangaojiatun,19,,39.841449,122.644285
cn,qiangshe,Qiangshe,30,,23.769722,115.388333
cn,qianhuang,Qianhuang,03,,27.359881,116.631152
cn,qianjiashan,Qianjiashan,02,,29.675556,121.644722
cn,qianji,Qianji,04,,33.89181,119.29719
cn,qianliujing,Qianliujing,01,,33.3,116.675
cn,qiannan,Qiannan,03,,29.298087,114.915056
cn,qiansanjiazi,Qiansanjiazi,19,,41.236346,124.47403
cn,qianshilihe,Qianshilihe,28,,38.652778,117.24
cn,qiantiejiangtun,Qiantiejiangtun,19,,41.33805,120.920951
cn,qianwulamanhan,Qianwulamanhan,19,,42.620865,122.498498
cn,qianyang,Qianyang,32,,29.989686,102.818545
cn,qianzhan zhen,Qianzhan Zhen,30,,22.943591,116.423555
cn,qiaobu,Qiaobu,14,,28.502,88.002
cn,qiaojiagou,Qiaojiagou,08,,47.3,126.3
cn,qiaolin,Qiaolin,04,,31.9497,118.520912
cn,qiaoshan tujia,Qiaoshan Tujia,03,,28.913879,115.125261
cn,qiaotou,Qiaotou,29,,24.959566,102.574204
cn,qiaoxixiang,Qiaoxixiang,32,,32.091706,106.197372
cn,qibaoshe,Qibaoshe,07,,27.987222,118.680833
cn,qidou zhen,Qidou Zhen,04,,30.952731,120.388128
cn,qifu,Qifu,03,,29.02226,114.962478
cn,qihuangdai,Qihuangdai,02,,30.661885,120.940559
cn,qijiawopu,Qijiawopu,05,,43.990833,125.515833
cn,qilibei,Qilibei,09,,33.841286,113.93304
cn,qilipeng,Qilipeng,09,,31.870356,113.87182
cn,qimai,Qimai,15,,35.0364,103.012999
cn,qincun,Qincun,30,,21.500443,110.849166
cn,qingcheng,Qingcheng,15,,35.998901,107.885475
cn,qingfengxia,Qingfengxia,30,,24.567492,116.626984
cn,qinghecun,Qinghecun,28,,38.713056,117.13
cn,qingjiang,Qingjiang,04,,33.588611,119.019167
cn,qingliangsicun,Qingliangsicun,26,,33.309998,107.530884
cn,qinglong,Qinglong,30,,22.334844,112.814308
cn,qingnijian,Qingnijian,26,,33.052222,108.384444
cn,qingshanbei qianpu,Qingshanbei Qianpu,19,,41.230185,124.214748
cn,qingshatuo,Qingshatuo,19,,41.259713,122.202684
cn,qingshuiqiao,Qingshuiqiao,03,,28.441475,115.035061
cn,qingtang,Qingtang,11,,25.503056,111.446389
cn,qingxingcun,Qingxingcun,05,,42.365469,129.000773
cn,qingyi,Qingyi,04,,32.653441,120.126213
cn,qinhou,Qinhou,07,,24.993611,118.018056
cn,qinkeng,Qinkeng,30,,21.93636,111.251301
cn,qinyang,Qinyang,23,,31.243352,121.559001
cn,qipanshan,Qipanshan,10,,42.083333,117.616667
cn,qishuijingzi,Qishuijingzi,19,,41.118611,121.883056
cn,qiucuomai gongshe,Qiucuomai Gongshe,14,,31,86.6
cn,qiujiaping,Qiujiaping,11,,29.74312,109.963511
cn,qiuping,Qiuping,26,,32.224722,109.445
cn,qiuzigou xiang,Qiuzigou Xiang,19,,40.375534,119.77183
cn,qixin,Qixin,26,,34.066439,107.040065
cn,qizili,Qizili,01,,30.001698,118.740577
cn,quancun,Quancun,10,,36.84,114.304444
cn,quankou,Quankou,02,,29.010095,119.509897
cn,quantang,Quantang,03,,26.328827,115.099793
cn,qubei,Qubei,32,,30.880979,106.960809
cn,queshan,Queshan,09,,32.802222,114.019167
cn,qujia,Qujia,03,,28.78933,118.005165
cn,qumaxue,Qumaxue,14,,31,96.3
cn,qunxian,Qunxian,31,,19.371901,110.615388
cn,qutubi,Qutubi,13,,44.116667,86.95
cn,rabma,Rabma,14,,30.903,97.303
cn,ranjiagou,Ranjiagou,26,,34.648518,107.093995
cn,raomei,Raomei,30,,23.598611,116.493056
cn,renao,Renao,05,,41.428485,126.002039
cn,renhe,Renhe,24,,35.426687,111.327228
cn,renjiawu,Renjiawu,03,,28.534693,117.930165
cn,renshigou,Renshigou,32,,32.778679,103.649491
cn,renzhuangshan,Renzhuangshan,24,,35.573982,111.49087
cn,riaitang,Riaitang,04,,31.733333,121.016667
cn,rimar,Rimar,14,,32.5,84.3
cn,rixue,Rixue,14,,31.304,97.104
cn,ronghua,Ronghua,18,,25.004167,105.566667
cn,rongshutang,Rongshutang,30,,23.865879,113.667327
cn,ruanling,Ruanling,07,,27.195047,119.738671
cn,ruigele,Ruigele,32,,32.795709,101.860795
cn,rundong,Rundong,03,,24.593889,114.518333
cn,ruwu,Ruwu,30,,23.149681,113.938897
cn,saidong,Saidong,30,,23.661171,112.47764
cn,sakoerhtema,Sakoerhtema,13,,40.414167,88.050278
cn,sanagnang,Sanagnang,14,,31.604,97.904
cn,sanbitian,Sanbitian,11,,26.954167,111.206111
cn,sanchakou,Sanchakou,12,,32.661667,111.424444
cn,sanchiang old city,Sanchiang Old City,16,,25.366667,109.433333
cn,sanchuan,Sanchuan,24,,35.675278,111.158056
cn,sandaoliang,Sandaoliang,19,,41.328856,122.123895
cn,sanduiji,Sanduiji,07,,25.813333,117.282778
cn,sanfeng,Sanfeng,30,,23.656495,111.894601
cn,sangewobu,Sangewobu,20,,41.668056,113.902778
cn,sangongmiao,Sangongmiao,09,,34.198611,111.649722
cn,sanguandi,Sanguandi,01,,31.191667,119.325
cn,sangyuanpu,Sangyuanpu,26,,33.042778,107.624167
cn,sanhe nongchang,Sanhe Nongchang,04,,33.0625,118.629167
cn,sanho,Sanho,30,,24.402679,116.580659
cn,sanjiaguo,Sanjiaguo,09,,33.203889,113.431932
cn,sanjiaopo,Sanjiaopo,30,,21.593891,110.176002
cn,sanjiazhou,Sanjiazhou,12,,31.857151,112.200925
cn,sankengwei,Sankengwei,30,,23.55353,112.270392
cn,sanlengping,Sanlengping,30,,23.590736,112.611505
cn,sanliu,Sanliu,01,,32.786111,118.802778
cn,sanmiao,Sanmiao,04,,33.56369,119.13401
cn,sanqiao,Sanqiao,03,,27.97419,116.157916
cn,sansha zhen,Sansha Zhen,07,,26.924202,120.20877
cn,sanshisanhao,Sanshisanhao,10,,42.133611,117.348611
cn,santangxia,Santangxia,03,,29.423482,115.319404
cn,santo,Santo,30,,23.030254,114.944109
cn,sanweichen,Sanweichen,04,,32.023333,120.981667
cn,sanxiqiao,Sanxiqiao,03,,29.231881,115.55539
cn,sanyenchiao,Sanyenchiao,11,,28.666667,113.716667
cn,sanyuchen,Sany�chen,04,,32.023333,120.981667
cn,saozhou,Saozhou,01,,30.733333,117.402778
cn,sazheyi,Sazheyi,32,,26.63082,102.64798
cn,sena,S�na,14,,31.6,90.1
cn,serqen,S�rq�n,14,,31.6,91.6
cn,shabei,Shabei,30,,24.172222,112.556944
cn,shadaoguan zhen,Shadaoguan Zhen,12,,30.172844,111.922045
cn,shagang,Shagang,12,,30.066667,112.633333
cn,shahejing,Shahejing,04,,31.529132,120.987886
cn,shahokou,Shahokou,05,,42.584444,125.720556
cn,shaiziba,Shaiziba,15,,34.004995,105.776392
cn,shakeng,Shakeng,07,,27.273889,119.756667
cn,shalin,Shalin,03,,28.716538,115.367885
cn,shamuping,Shamuping,16,,25.233889,110.717778
cn,shanchai,Shanchai,24,,39.181944,111.413056
cn,shandai,Shandai,02,,27.692222,119.017778
cn,shanfengzhang,Shanfengzhang,02,,29.092663,119.308133
cn,shangbajia,Shangbajia,19,,39.661563,122.887725
cn,shangbilian,Shangbilian,02,,29.169061,120.480733
cn,shangchangyinzi,Shangchangyinzi,19,,40.692343,124.851699
cn,shangchingkung,Shangchingkung,03,,28.046119,117.034325
cn,shangdaao,Shangdaao,32,,26.518059,101.884244
cn,shangding,Shangding,03,,25.171883,115.285151
cn,shangen,Shangen,15,,33.009073,104.759235
cn,shangfuling,Shangfuling,02,,28.233333,120.753333
cn,shanggong jiawan,Shanggong Jiawan,12,,30.102848,110.962298
cn,shanggu,Shanggu,01,,29.61449,116.784073
cn,shanghe,Shanghe,09,,32.410278,113.994722
cn,shanghuangdong,Shanghuangdong,03,,27.47314,114.584181
cn,shanghuxiangou,Shanghuxiangou,19,,40.238837,120.08665
cn,shangjiawobao,Shangjiawobao,19,,42.293203,123.456194
cn,shangkaigang,Shangkaigang,30,,22.410867,112.412351
cn,shanglai,Shanglai,30,,23.564252,115.057155
cn,shanglijiazui,Shanglijiazui,11,,29.906872,111.780174
cn,shangliwu,Shangliwu,30,,24.024569,114.346363
cn,shangluo,Shangluo,32,,28.148099,104.79969
cn,shangmashi,Shangmashi,03,,28.121501,117.302193
cn,shangmuping,Shangmuping,12,,30.894341,111.033893
cn,shangouhou,Shangouhou,30,,20.429652,110.514173
cn,shangpingfeng,Shangpingfeng,03,,27.034486,116.827066
cn,shangqiao zhen,Shangqiao Zhen,09,,33.705979,113.95667
cn,shangsandun,Shangsandun,07,,27.144444,120.271944
cn,shangshaxi,Shangshaxi,02,,28.375747,119.825796
cn,shangshiyao,Shangshiyao,24,,39.538034,112.143658
cn,shangsongtaigou,Shangsongtaigou,19,,41.840604,120.369268
cn,shangtaoyuan,Shangtaoyuan,30,,24.050942,114.035561
cn,shangtsaichiao,Shangtsaichiao,02,,29.687778,121.521944
cn,shangwangjiazhuang,Shangwangjiazhuang,24,,37.506667,111.735833
cn,shangwudong,Shangwudong,30,,22.650532,112.085389
cn,shangxibianshan,Shangxibianshan,03,,28.445933,115.709547
cn,shangxufu,Shangxufu,24,,39.758563,112.291849
cn,shangyantou,Shangyantou,02,,28.991666,118.928747
cn,shangyi,Shangyi,03,,26.598132,115.122898
cn,shangyunba,Shangyunba,11,,25.378611,111.705
cn,shangzhaohugou,Shangzhaohugou,19,,40.79371,120.008877
cn,shangzhuang,Shangzhuang,30,,23.5875,116.651389
cn,shanhouting,Shanhouting,07,,24.650693,118.222479
cn,shanjiao,Shanjiao,02,,28.934773,119.486237
cn,shankou,Shankou,03,,25.50459,115.63366
cn,shanlong digou,Shanlong Digou,19,,41.756298,124.530227
cn,shannan asbestos industrial corporation,Shannan Asbestos Industrial Corporation,26,,33.182375,106.270401
cn,shanquanlong,Shanquanlong,03,,29.247682,115.608893
cn,shansong,Shansong,19,,40.75702,125.079914
cn,shantouji,Shantouji,01,,33.7,118.1
cn,shanweicun,Shanweicun,07,,26.614786,117.884172
cn,shanxi,Shanxi,07,,27.429444,118.615
cn,shanyutou,Shanyutou,02,,28.174722,121.232222
cn,shaocha,Shaocha,15,,35.721533,105.081746
cn,shaohuazhen,Shaohuazhen,26,,34.510187,109.787037
cn,shaokeng,Shaokeng,12,,29.549048,115.103432
cn,shaowu,Shaowu,02,,29.365372,119.431548
cn,shaping zhen,Shaping Zhen,30,,25.089318,113.038046
cn,shashi,Shashi,33,,31.333333,108.916667
cn,shatian,Shatian,12,,29.600916,115.016053
cn,shatzupo,Shatzupo,18,,28.223611,108.475556
cn,shaxi zhen,Shaxi Zhen,30,,23.524889,116.579785
cn,shazicun,Shazicun,30,,22.85743,113.542287
cn,shedan,Shedan,32,,31.050225,98.915349
cn,shejiaqiao,Shejiaqiao,04,,32.398967,120.126401
cn,shenan,Shenan,03,,26.951042,115.065685
cn,shenchong,Shenchong,30,,24.686944,112.427778
cn,shengchan,Shengchan,08,,45.924416,127.597467
cn,shengjiabaozi,Shengjiabaozi,19,,40.206111,124.0525
cn,shengli,Shengli,11,,27.587222,112.192778
cn,shengshe,Shengshe,02,,30.838095,120.276802
cn,shengziyan,Shengziyan,11,,27.164722,109.993333
cn,shenjian,Shenjian,09,,34.002327,113.676401
cn,shenjue,Shenjue,07,,27.228333,119.238333
cn,shenqiantang,Shenqiantang,03,,24.652331,115.769021
cn,shentangyuan,Shentangyuan,02,,28.843584,119.041708
cn,shenxia,Shenxia,30,,23.586981,114.979714
cn,shepeng,Shepeng,03,,27.829572,114.28657
cn,shewan,Shewan,03,,27.120886,114.91988
cn,shibabian,Shibabian,32,,29.010534,105.755605
cn,shibanshitian,Shibanshitian,32,,28.740234,105.360461
cn,shibeigang,Shibeigang,30,,22.598321,111.631875
cn,shibu,Shibu,18,,28.153333,106.627222
cn,shichongyangjia,Shichongyangjia,11,,26.966944,111.154167
cn,shidi,Shidi,07,,26.871047,118.076141
cn,shierli,Shierli,01,,33.833333,115.716667
cn,shifu,Shifu,02,,29.730833,120.380833
cn,shigouchongcun,Shigouchongcun,30,,22.128585,113.260372
cn,shigushan,Shigushan,02,,29.575833,118.527222
cn,shihchiachuang,Shihchiachuang,24,,37.223889,111.570833
cn,shihchi,Shihchi,11,,26.275278,111.433611
cn,shihe zhen,Shihe Zhen,01,,33.752222,115.705278
cn,shihjiazhuang,Shihjiazhuang,10,,38.041389,114.478611
cn,shihling,Shihling,16,,23.483333,108.933333
cn,shihmentsun,Shihmentsun,02,,30.370278,119.663056
cn,shihpei,Shihpei,01,,32.168889,118.167222
cn,shihtan,Shihtan,02,,29.02,121.326944
cn,shihtung,Shihtung,32,,28.987296,105.451909
cn,shihuitang,Shihuitang,03,,28.084925,117.682937
cn,shihyenshih,Shihyenshih,02,,30.114722,121.198333
cn,shijiahu,Shijiahu,01,,33.135278,116.736944
cn,shijiapo,Shijiapo,11,,29.521307,109.766763
cn,shijiayinpo,Shijiayinpo,15,,34.980174,104.889337
cn,shijing,Shijing,18,,27.974167,107.823056
cn,shikengyuan,Shikengyuan,01,,29.776288,118.46564
cn,shilian,Shilian,07,,24.887222,118.18
cn,shilin yizu zizhixian,Shilin Yizu Zizhixian,29,,24.760204,103.266471
cn,shiliuxi,Shiliuxi,11,,27.096667,109.545
cn,shiluowu,Shiluowu,26,,34.45182,107.397448
cn,shimengou,Shimengou,26,,34.241789,109.959917
cn,shimenxi,Shimenxi,19,,40.400252,122.700961
cn,shinan,Shinan,12,,29.266667,113.7
cn,shipan,Shipan,26,,37.302222,110.577778
cn,shiqianglijia,Shiqianglijia,03,,28.79611,116.697386
cn,shiqilinong,Shiqilinong,03,,29.032267,116.705893
cn,shisan dadui,Shisan Dadui,04,,31.904722,121.825
cn,shishi,Shishi,02,,28.870541,118.905428
cn,shitaizi,Shitaizi,19,,40.606881,119.611521
cn,shitianwan,Shitianwan,03,,27.152381,115.027255
cn,shitou,Shitou,30,,23.022427,113.388547
cn,shiwochong,Shiwochong,11,,26.360556,110.901389
cn,shixia,Shixia,03,,26.836667,115.809722
cn,shiyangquan,Shiyangquan,21,,36.943775,106.065406
cn,shiyi dadui,Shiyi Dadui,04,,32.958034,120.686959
cn,shizhai,Shizhai,04,,34.716667,118.583333
cn,shizhuo,Shizhuo,12,,29.955605,114.929689
cn,shizilucun,Shizilucun,26,,32.981405,107.974829
cn,shiziyuan,Shiziyuan,23,,31.327982,121.18436
cn,shougoudong,Shougoudong,03,,28.608309,114.371443
cn,shuaicun,Shuaicun,10,,38.55,115.133333
cn,shuangchengpao,Shuangchengpao,08,,45.35,126.283333
cn,shuangdou,Shuangdou,12,,29.925916,111.960492
cn,shuanggou,Shuanggou,30,,20.461837,110.521245
cn,shuangho,Shuangho,05,,43.435708,129.61761
cn,shuangjingzi,Shuangjingzi,15,,36.463825,106.788061
cn,shuangliuchengkuanchen,Shuangliuchengkuanchen,32,,30.573829,103.921269
cn,shuanglu,Shuanglu,33,,29.883333,107.766667
cn,shuangpai,Shuangpai,29,,24.666667,101.633333
cn,shuangshan,Shuangshan,11,,27.691111,110.089722
cn,shuangtaizi,Shuangtaizi,12,,30.11776,112.708552
cn,shuangxili,Shuangxili,01,,31.044323,119.437145
cn,shuangyuecun,Shuangyuecun,30,,22.352448,112.161334
cn,shudi,Shudi,12,,30.705428,114.443383
cn,shuiba,Shuiba,12,,29.766667,108.7
cn,shuichien,Shuichien,07,,26.466594,116.743152
cn,shuidong,Shuidong,11,,26.545278,110.431111
cn,shuihezigou,Shuihezigou,21,,36.008255,106.137684
cn,shuijingwan,Shuijingwan,32,,27.73009,101.563379
cn,shuikuliangzi,Shuikuliangzi,32,,30.610106,106.152679
cn,shuimenkou,Shuimenkou,02,,29.617299,120.610853
cn,shuinianhe,Shuinianhe,32,,32.168969,105.387981
cn,shuishaping,Shuishaping,11,,29.377792,109.555051
cn,shuitien,Shuitien,11,,27.852222,109.604722
cn,shuiwujie,Shuiwujie,25,,37.166667,116.616667
cn,shuiyue,Shuiyue,12,,30.176276,112.133273
cn,shujiashan,Shujiashan,11,,27.302778,112.051667
cn,shumkai,Shumkai,16,,22.922778,110.984167
cn,shunmintun,Shunmintun,10,,39.486111,116.594167
cn,shushan,Shushan,04,,31.266667,119.85
cn,shwangshanchen,Shwangshanchen,05,,43.681667,123.8925
cn,sibashi,Sibashi,05,,42.4,125.646667
cn,sidajia,Sidajia,08,,45.161885,127.988609
cn,siduwan,Siduwan,01,,30.633333,119.083333
cn,sifendi,Sifendi,20,,42.233333,118.533333
cn,sihecheng,Sihecheng,19,,42.407226,121.571714
cn,sijianfang,Sijianfang,09,,35.645833,114.814444
cn,sikewan,Sikewan,15,,33.013079,105.250467
cn,silongcun,Silongcun,30,,23.699159,111.859214
cn,simu,Simu,32,,31.29616,100.748595
cn,sinkianghsien,Sinkianghsien,24,,35.612973,111.219247
cn,sipingtou,Sipingtou,26,,35.733611,110.228889
cn,sishiba zhen,Sishiba Zhen,03,,28.229907,118.027616
cn,situ,Situ,04,,32.008611,119.488611
cn,sixin,Sixin,18,,26.84,108.216111
cn,sizhou,Sizhou,04,,32.226023,118.723572
cn,sonchan,Sonchan,08,,46.25,125.666667
cn,songdouzhuang,Songdouzhuang,19,,40.495734,120.289486
cn,songjiaduan,Songjiaduan,03,,28.726667,115.188333
cn,songjia,Songjia,32,,28.750336,104.862274
cn,songling,Songling,05,,42.533211,128.372305
cn,songpengzi,Songpengzi,10,,40.194444,118.4125
cn,songshuiquan,Songshuiquan,03,,27.196694,116.768509
cn,songwan,Songwan,11,,27.099167,112.578056
cn,songzhuang,Songzhuang,11,,28.175556,112.416111
cn,ssuchichuang,Ssuchichuang,10,,39.45,118.516667
cn,ssuichang,Ssuichang,32,,31.63112,105.76918
cn,ssushihlichengtzu,Ssushihlichengtzu,13,,41.961944,86.476667
cn,ssuyu,Ssuy�,26,,35.851389,109.194722
cn,suchiao,Suchiao,16,,25.103056,110.055556
cn,suguanzhangzi,Suguanzhangzi,19,,40.786389,119.468889
cn,suifentatientzu,Suifentatientzu,05,,43.729318,130.340416
cn,suizhuang,Suizhuang,12,,29.464499,114.324084
cn,sujiatuo,Sujiatuo,22,,40.0775,116.157778
cn,sumabao,Sumabao,19,,41.481778,123.029169
cn,sunchi,Sunchi,24,,35.231389,110.5
cn,sungfou,Sungfou,12,,31.059167,114.795278
cn,sungshupa,Sungshupa,26,,32.55,107.633333
cn,sunjiabu,Sunjiabu,25,,37.105278,122.202778
cn,sunjiashanzui,Sunjiashanzui,19,,40.647226,123.300084
cn,sunjiecun,Sunjiecun,09,,33.723311,113.085825
cn,suntien,Suntien,09,,33.25,114.75
cn,sunzikou,Sunzikou,32,,30.721006,105.5927
cn,suorinilai,Suorinilai,14,,32.3,94.3
cn,susang,Susang,14,,31.801,79.501
cn,suyangshanyu,Suyangshany�,04,,34.392778,117.755556
cn,syunkhe,Syunkhe,08,,49.35,128.083333
cn,tabu,Tabu,30,,23.593611,116.273056
cn,tachiahsiang,Tachiahsiang,10,,38.238889,117.404722
cn,taching,Taching,26,,34.058335,109.864248
cn,tadong,Tadong,30,,24.527222,112.941389
cn,tagba,Tagba,14,,29.801,91.701
cn,tahsia,Tahsia,06,,36.48,102.199167
cn,tahuangyangkou,Tahuangyangkou,05,,42.747778,125.031111
cn,taibaomiao,Taibaomiao,02,,29.273715,118.983764
cn,taifahe,Taifahe,19,,42.76432,122.726651
cn,taiho,Taiho,01,,33.165518,115.648859
cn,taiku,Taiku,24,,37.426389,112.544167
cn,taipingchan,Taipingchan,10,,40.971389,115.2725
cn,taipingjie,Taipingjie,07,,25.307222,118.338333
cn,taiping,Taiping,31,,19.684577,110.001003
cn,taishang,Taishang,05,,41.298679,125.842158
cn,taitung,Taitung,08,,47.883333,125.5
cn,taiyangshan linchang,Taiyangshan Linchang,03,,28.990927,115.383759
cn,taizidian,Taizidian,19,,39.467036,122.311316
cn,takengtsun,Takengtsun,01,,30.683333,119.3
cn,talai,Talai,05,,45.5,124.3
cn,talinho,Talinho,24,,39.555556,113.361111
cn,tamafang,Tamafang,10,,38.966667,115.416667
cn,tanba,Tanba,26,,32.879722,108.910556
cn,tanchuk,Tanchuk,16,,23.469444,110.522222
cn,tangbei,Tangbei,01,,29.856845,118.283913
cn,tangchiawan,Tangchiawan,02,,29.830384,121.707396
cn,tangdishu,Tangdishu,12,,31.239041,113.586633
cn,tangfu,Tangfu,31,,19.60998,110.779231
cn,tanghsiachieh,Tanghsiachieh,02,,28.433889,121.475833
cn,tangjiahekou,Tangjiahekou,15,,34.075295,105.558745
cn,tangjiatang,Tangjiatang,02,,28.464392,119.537308
cn,tangjizhen,Tangjizhen,01,,32.866667,116.916667
cn,tangliao,Tangliao,30,,21.917778,111.263333
cn,tangnan,Tangnan,04,,32.125195,121.107093
cn,tangseer,Tangseer,15,,35.373554,102.717715
cn,tangtaoho,Tangtaoho,10,,40.633333,118.966667
cn,tangwai,Tangwai,23,,30.902201,121.612769
cn,tangxiashao,Tangxiashao,02,,29.13499,119.303479
cn,tangyun,Tangyun,02,,29.636111,121.314722
cn,tanhsiahsu,Tanhsiahsu,16,,25.440556,110.286667
cn,tanjiashan,Tanjiashan,15,,34.730561,104.388978
cn,tanling,Tanling,30,,23.694444,116.234444
cn,tanqiu,Tanqiu,03,,27.631495,115.597072
cn,tanting,Tanting,02,,28.612139,118.586835
cn,tanyanghsien,Tanyanghsien,04,,32,119.570278
cn,taochen,Taochen,26,,36.171667,109.370556
cn,taogong,Taogong,01,,31.006441,119.070994
cn,taohua zhen,Taohua Zhen,02,,29.832788,122.2765
cn,taojin,Taojin,11,,27.075,110.458333
cn,taomeitsun,Taomeitsun,24,,36.716667,111.666667
cn,taoshuliang,Taoshuliang,15,,36.00795,107.271901
cn,taowuka,Taowuka,15,,34.013448,103.481144
cn,taoyuan,Taoyuan,03,,26.768333,115.073056
cn,tapahsu,Tapahs�,30,,23.369845,116.177206
cn,taping,Taping,16,,22.9,111.2
cn,tarmar,Tarmar,14,,27.703,89.103
cn,tashihchai,Tashihchai,20,,46.183333,121.4
cn,tassuchiao,Tassuchiao,10,,36.736944,114.8775
cn,tatochen,Tatochen,04,,32.897061,120.034068
cn,tatun,Tatun,04,,34.833333,116.9
cn,tawenkow,Tawenkow,25,,35.948333,117.096111
cn,tayang,Tayang,31,,19.291346,110.504704
cn,tayung,Tayung,30,,22.470608,113.284877
cn,tefeng,Tefeng,30,,23.142838,111.784096
cn,tengao zhen,Tengao Zhen,19,,41.075,122.830556
cn,tenglong,Tenglong,30,,22.88932,112.981187
cn,tetang,Tetang,29,,24.011797,99.239645
cn,tianbian,Tianbian,29,,23.902222,104.630833
cn,tiancuozhai,Tiancuozhai,30,,23.363056,116.006389
cn,tianfu,Tianfu,32,,30.685735,103.794594
cn,tianjiaan,Tianjiaan,01,,32.663702,117.044676
cn,tianjia,Tianjia,06,,36.004707,102.827596
cn,tianji,Tianji,01,,32.783333,116.825
cn,tianluoxing,Tianluoxing,03,,26.185762,115.80521
cn,tianpoban,Tianpoban,03,,29.569727,115.447602
cn,tiansheng,Tiansheng,18,,28.534722,107.450278
cn,tiantang,Tiantang,32,,28.251422,105.15159
cn,tianxiangpai,Tianxiangpai,30,,23.143947,115.09824
cn,tianyangli,Tianyangli,07,,24.426903,116.929536
cn,tianzhuang,Tianzhuang,24,,39.674335,112.96316
cn,tiaohe,Tiaohe,04,,34.457672,119.016745
cn,tiechangdukou,Tiechangdukou,11,,28.757778,109.518333
cn,tiehfossu,Tiehfossu,04,,33.016667,118.283333
cn,tieji,Tieji,15,,33.660242,104.632064
cn,tieluxiaojia,Tieluxiaojia,11,,27.189167,111.143889
cn,tienchingkuan,Tienchingkuan,24,,35.356667,112.815
cn,tienkang,Tienkang,05,,43.916389,126.943611
cn,tienshuichan,Tienshuichan,19,,40.9925,123.559167
cn,tiepudun,Tiepudun,12,,30.553053,114.107977
cn,tieyong,Tieyong,30,,22.724588,114.834145
cn,tingchiang,Tingchiang,02,,30.094444,120.61
cn,tingjin,Tingjin,31,,19.813088,109.434908
cn,tingtou,Tingtou,07,,25.327102,116.18083
cn,tipuchen,Tipuchen,02,,30.637546,119.65606
cn,togrog ul,Togrog Ul,20,,40.777222,113.203611
cn,tongan xiang,Tongan Xiang,03,,28.56051,114.893011
cn,tongdian,Tongdian,29,,26.7,99.55
